Code Tâche;Famille Code;Famille;Commentaire / Type d’équipe;Catégorie Code;Catégorie;Sous-catégorie Code;Sous-catégorie;Nom de la tâche;Description détaillée;Unité;Rendement (h/Unité) - estimatif;Contrôles Qualité (résumé);Normes / Références
FT09/CT04/SC02/T09;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC02;Mise en Œuvre des Gouttières et Naissances;Nettoyage & déblais – ;Évacuer chutes, nettoyer zone, trier déchets selon filières agréées.;m²;0,66;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC02/T10;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC02;Mise en Œuvre des Gouttières et Naissances;Mises en service / Essais – ;Procéder aux essais, réglages et mise en service avec PV.;m²;0,54;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC02/T11;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC02;Mise en Œuvre des Gouttières et Naissances;Finitions – ;Réaliser finitions, joints et retouches pour conformité esthétique.;m²;0,57;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC02/T12;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC02;Mise en Œuvre des Gouttières et Naissances;Réception interne – ;Effectuer auto-contrôle, corriger non-conformités, préparer DOE.;m²;0,6;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC02/T13;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC02;Mise en Œuvre des Gouttières et Naissances;Études & préparation – ;Analyser plans et CCTP, repérer interfaces et contraintes, établir mode opératoire.;m²;0,63;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC02/T14;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC02;Mise en Œuvre des Gouttières et Naissances;Traçage & implantation – ;Tracer axes, niveaux et réservations, contrôler tolérances (laser, niveau).;m²;0,66;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC02/T15;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC02;Mise en Œuvre des Gouttières et Naissances;Approvisionnement & stockage – ;Planifier, réceptionner et stocker matériaux selon fiches techniques.;m²;0,54;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC02/T16;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC02;Mise en Œuvre des Gouttières et Naissances;Mise en place / Pose – ;Exécuter la mise en œuvre conformément aux normes DTU/RE 2020.;m²;0,57;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC02/T17;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC02;Mise en Œuvre des Gouttières et Naissances;Fixations / Assemblages – ;Réaliser ancrages, vissage, scellements, contrôles de couple/adhérence.;m²;0,6;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC02/T18;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC02;Mise en Œuvre des Gouttières et Naissances;Raccordements – ;Effectuer raccordements fonctionnels et étanches (fluides/élec/air).;m²;0,63;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC02/T19;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC02;Mise en Œuvre des Gouttières et Naissances;Traitements & protections – ;Appliquer traitements (anticorrosion/étanchéité/feu) et protections provisoires.;m²;0,66;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC03/T01;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC03;Installation des Descentes d'Eaux Pluviales (DEP);Études & préparation – ;Analyser plans et CCTP, repérer interfaces et contraintes, établir mode opératoire.;m²;0,57;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC03/T02;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC03;Installation des Descentes d'Eaux Pluviales (DEP);Traçage & implantation – ;Tracer axes, niveaux et réservations, contrôler tolérances (laser, niveau).;m²;0,6;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC03/T03;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC03;Installation des Descentes d'Eaux Pluviales (DEP);Approvisionnement & stockage – ;Planifier, réceptionner et stocker matériaux selon fiches techniques.;m²;0,63;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC03/T04;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC03;Installation des Descentes d'Eaux Pluviales (DEP);Mise en place / Pose – ;Exécuter la mise en œuvre conformément aux normes DTU/RE 2020.;m²;0,66;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC03/T05;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC03;Installation des Descentes d'Eaux Pluviales (DEP);Fixations / Assemblages – ;Réaliser ancrages, vissage, scellements, contrôles de couple/adhérence.;m²;0,54;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC03/T06;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC03;Installation des Descentes d'Eaux Pluviales (DEP);Raccordements – ;Effectuer raccordements fonctionnels et étanches (fluides/élec/air).;m²;0,57;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC03/T07;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC03;Installation des Descentes d'Eaux Pluviales (DEP);Traitements & protections – ;Appliquer traitements (anticorrosion/étanchéité/feu) et protections provisoires.;m²;0,6;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC03/T08;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC03;Installation des Descentes d'Eaux Pluviales (DEP);Contrôles qualité – ;Vérifier conformité visuelle et dimensionnelle, PV de contrôle et photos.;m²;0,63;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC03/T09;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC03;Installation des Descentes d'Eaux Pluviales (DEP);Nettoyage & déblais – ;Évacuer chutes, nettoyer zone, trier déchets selon filières agréées.;m²;0,66;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC03/T10;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC03;Installation des Descentes d'Eaux Pluviales (DEP);Mises en service / Essais – ;Procéder aux essais, réglages et mise en service avec PV.;m²;0,54;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC03/T11;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC03;Installation des Descentes d'Eaux Pluviales (DEP);Finitions – ;Réaliser finitions, joints et retouches pour conformité esthétique.;m²;0,57;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC03/T12;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC03;Installation des Descentes d'Eaux Pluviales (DEP);Réception interne – ;Effectuer auto-contrôle, corriger non-conformités, préparer DOE.;m²;0,6;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC03/T13;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC03;Installation des Descentes d'Eaux Pluviales (DEP);Études & préparation – ;Analyser plans et CCTP, repérer interfaces et contraintes, établir mode opératoire.;m²;0,63;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC03/T14;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC03;Installation des Descentes d'Eaux Pluviales (DEP);Traçage & implantation – ;Tracer axes, niveaux et réservations, contrôler tolérances (laser, niveau).;m²;0,66;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC03/T15;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC03;Installation des Descentes d'Eaux Pluviales (DEP);Approvisionnement & stockage – ;Planifier, réceptionner et stocker matériaux selon fiches techniques.;m²;0,54;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC03/T16;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC03;Installation des Descentes d'Eaux Pluviales (DEP);Mise en place / Pose – ;Exécuter la mise en œuvre conformément aux normes DTU/RE 2020.;m²;0,57;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC04/T01;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC04;Faîtages et Arêtiers à Sec (Ventilés);Études & préparation – ;Analyser plans et CCTP, repérer interfaces et contraintes, établir mode opératoire.;m²;0,57;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC04/T02;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC04;Faîtages et Arêtiers à Sec (Ventilés);Traçage & implantation – ;Tracer axes, niveaux et réservations, contrôler tolérances (laser, niveau).;m²;0,6;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC04/T03;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC04;Faîtages et Arêtiers à Sec (Ventilés);Approvisionnement & stockage – ;Planifier, réceptionner et stocker matériaux selon fiches techniques.;m²;0,63;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC04/T04;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC04;Faîtages et Arêtiers à Sec (Ventilés);Mise en place / Pose – ;Exécuter la mise en œuvre conformément aux normes DTU/RE 2020.;m²;0,66;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC04/T05;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC04;Faîtages et Arêtiers à Sec (Ventilés);Fixations / Assemblages – ;Réaliser ancrages, vissage, scellements, contrôles de couple/adhérence.;m²;0,54;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC04/T06;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC04;Faîtages et Arêtiers à Sec (Ventilés);Raccordements – ;Effectuer raccordements fonctionnels et étanches (fluides/élec/air).;m²;0,57;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC04/T07;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC04;Faîtages et Arêtiers à Sec (Ventilés);Traitements & protections – ;Appliquer traitements (anticorrosion/étanchéité/feu) et protections provisoires.;m²;0,6;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC04/T08;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC04;Faîtages et Arêtiers à Sec (Ventilés);Contrôles qualité – ;Vérifier conformité visuelle et dimensionnelle, PV de contrôle et photos.;m²;0,63;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC04/T09;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC04;Faîtages et Arêtiers à Sec (Ventilés);Nettoyage & déblais – ;Évacuer chutes, nettoyer zone, trier déchets selon filières agréées.;m²;0,66;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC04/T10;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC04;Faîtages et Arêtiers à Sec (Ventilés);Mises en service / Essais – ;Procéder aux essais, réglages et mise en service avec PV.;m²;0,54;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC04/T11;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC04;Faîtages et Arêtiers à Sec (Ventilés);Finitions – ;Réaliser finitions, joints et retouches pour conformité esthétique.;m²;0,57;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC04/T12;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC04;Faîtages et Arêtiers à Sec (Ventilés);Réception interne – ;Effectuer auto-contrôle, corriger non-conformités, préparer DOE.;m²;0,6;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC04/T13;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC04;Faîtages et Arêtiers à Sec (Ventilés);Études & préparation – ;Analyser plans et CCTP, repérer interfaces et contraintes, établir mode opératoire.;m²;0,63;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC04/T14;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC04;Faîtages et Arêtiers à Sec (Ventilés);Traçage & implantation – ;Tracer axes, niveaux et réservations, contrôler tolérances (laser, niveau).;m²;0,66;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC04/T15;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC04;Faîtages et Arêtiers à Sec (Ventilés);Approvisionnement & stockage – ;Planifier, réceptionner et stocker matériaux selon fiches techniques.;m²;0,54;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC04/T16;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC04;Faîtages et Arêtiers à Sec (Ventilés);Mise en place / Pose – ;Exécuter la mise en œuvre conformément aux normes DTU/RE 2020.;m²;0,57;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC04/T17;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC04;Faîtages et Arêtiers à Sec (Ventilés);Fixations / Assemblages – ;Réaliser ancrages, vissage, scellements, contrôles de couple/adhérence.;m²;0,6;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC05/T01;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC05;Faîtages et Arêtiers Maçonnés (Scellés);Études & préparation – ;Analyser plans et CCTP, repérer interfaces et contraintes, établir mode opératoire.;m²;0,57;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC05/T02;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC05;Faîtages et Arêtiers Maçonnés (Scellés);Traçage & implantation – ;Tracer axes, niveaux et réservations, contrôler tolérances (laser, niveau).;m²;0,6;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC05/T03;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC05;Faîtages et Arêtiers Maçonnés (Scellés);Approvisionnement & stockage – ;Planifier, réceptionner et stocker matériaux selon fiches techniques.;m²;0,63;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC05/T04;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC05;Faîtages et Arêtiers Maçonnés (Scellés);Mise en place / Pose – ;Exécuter la mise en œuvre conformément aux normes DTU/RE 2020.;m²;0,66;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC05/T05;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC05;Faîtages et Arêtiers Maçonnés (Scellés);Fixations / Assemblages – ;Réaliser ancrages, vissage, scellements, contrôles de couple/adhérence.;m²;0,54;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC05/T06;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC05;Faîtages et Arêtiers Maçonnés (Scellés);Raccordements – ;Effectuer raccordements fonctionnels et étanches (fluides/élec/air).;m²;0,57;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC05/T07;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC05;Faîtages et Arêtiers Maçonnés (Scellés);Traitements & protections – ;Appliquer traitements (anticorrosion/étanchéité/feu) et protections provisoires.;m²;0,6;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC05/T08;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC05;Faîtages et Arêtiers Maçonnés (Scellés);Contrôles qualité – ;Vérifier conformité visuelle et dimensionnelle, PV de contrôle et photos.;m²;0,63;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC05/T09;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC05;Faîtages et Arêtiers Maçonnés (Scellés);Nettoyage & déblais – ;Évacuer chutes, nettoyer zone, trier déchets selon filières agréées.;m²;0,66;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC05/T10;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC05;Faîtages et Arêtiers Maçonnés (Scellés);Mises en service / Essais – ;Procéder aux essais, réglages et mise en service avec PV.;m²;0,54;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC05/T11;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC05;Faîtages et Arêtiers Maçonnés (Scellés);Finitions – ;Réaliser finitions, joints et retouches pour conformité esthétique.;m²;0,57;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC05/T12;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC05;Faîtages et Arêtiers Maçonnés (Scellés);Réception interne – ;Effectuer auto-contrôle, corriger non-conformités, préparer DOE.;m²;0,6;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC05/T13;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC05;Faîtages et Arêtiers Maçonnés (Scellés);Études & préparation – ;Analyser plans et CCTP, repérer interfaces et contraintes, établir mode opératoire.;m²;0,63;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC05/T14;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC05;Faîtages et Arêtiers Maçonnés (Scellés);Traçage & implantation – ;Tracer axes, niveaux et réservations, contrôler tolérances (laser, niveau).;m²;0,66;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC05/T15;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC05;Faîtages et Arêtiers Maçonnés (Scellés);Approvisionnement & stockage – ;Planifier, réceptionner et stocker matériaux selon fiches techniques.;m²;0,54;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC05/T16;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC05;Faîtages et Arêtiers Maçonnés (Scellés);Mise en place / Pose – ;Exécuter la mise en œuvre conformément aux normes DTU/RE 2020.;m²;0,57;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC05/T17;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC05;Faîtages et Arêtiers Maçonnés (Scellés);Fixations / Assemblages – ;Réaliser ancrages, vissage, scellements, contrôles de couple/adhérence.;m²;0,6;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC06/T01;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC06;Ouvrages de Rives (Bandage de Rive);Études & préparation – ;Analyser plans et CCTP, repérer interfaces et contraintes, établir mode opératoire.;m²;0,57;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC06/T02;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC06;Ouvrages de Rives (Bandage de Rive);Traçage & implantation – ;Tracer axes, niveaux et réservations, contrôler tolérances (laser, niveau).;m²;0,6;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC06/T03;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC06;Ouvrages de Rives (Bandage de Rive);Approvisionnement & stockage – ;Planifier, réceptionner et stocker matériaux selon fiches techniques.;m²;0,63;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC06/T04;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC06;Ouvrages de Rives (Bandage de Rive);Mise en place / Pose – ;Exécuter la mise en œuvre conformément aux normes DTU/RE 2020.;m²;0,66;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC06/T05;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC06;Ouvrages de Rives (Bandage de Rive);Fixations / Assemblages – ;Réaliser ancrages, vissage, scellements, contrôles de couple/adhérence.;m²;0,54;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC06/T06;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC06;Ouvrages de Rives (Bandage de Rive);Raccordements – ;Effectuer raccordements fonctionnels et étanches (fluides/élec/air).;m²;0,57;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC06/T07;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC06;Ouvrages de Rives (Bandage de Rive);Traitements & protections – ;Appliquer traitements (anticorrosion/étanchéité/feu) et protections provisoires.;m²;0,6;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC06/T08;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC06;Ouvrages de Rives (Bandage de Rive);Contrôles qualité – ;Vérifier conformité visuelle et dimensionnelle, PV de contrôle et photos.;m²;0,63;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC06/T09;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC06;Ouvrages de Rives (Bandage de Rive);Nettoyage & déblais – ;Évacuer chutes, nettoyer zone, trier déchets selon filières agréées.;m²;0,66;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC06/T10;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC06;Ouvrages de Rives (Bandage de Rive);Mises en service / Essais – ;Procéder aux essais, réglages et mise en service avec PV.;m²;0,54;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC06/T11;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC06;Ouvrages de Rives (Bandage de Rive);Finitions – ;Réaliser finitions, joints et retouches pour conformité esthétique.;m²;0,57;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC06/T12;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC06;Ouvrages de Rives (Bandage de Rive);Réception interne – ;Effectuer auto-contrôle, corriger non-conformités, préparer DOE.;m²;0,6;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC06/T13;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC06;Ouvrages de Rives (Bandage de Rive);Études & préparation – ;Analyser plans et CCTP, repérer interfaces et contraintes, établir mode opératoire.;m²;0,63;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC06/T14;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC06;Ouvrages de Rives (Bandage de Rive);Traçage & implantation – ;Tracer axes, niveaux et réservations, contrôler tolérances (laser, niveau).;m²;0,66;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC06/T15;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC06;Ouvrages de Rives (Bandage de Rive);Approvisionnement & stockage – ;Planifier, réceptionner et stocker matériaux selon fiches techniques.;m²;0,54;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC06/T16;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC06;Ouvrages de Rives (Bandage de Rive);Mise en place / Pose – ;Exécuter la mise en œuvre conformément aux normes DTU/RE 2020.;m²;0,57;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT04/SC06/T17;FT09;Couverture;;FT09/CT04;Gouttières / faîtages;FT09/CT04/SC06;Ouvrages de Rives (Bandage de Rive);Fixations / Assemblages – ;Réaliser ancrages, vissage, scellements, contrôles de couple/adhérence.;m²;0,6;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT05/SC01/T01;FT09;Couverture;;FT09/CT05;Points Singuliers et Ouvrages de Zinguerie;FT09/CT05/SC01;Évacuation des Eaux Pluviales (Gouttières & Descentes);Études & préparation – ;Analyser plans et CCTP, repérer interfaces et contraintes, établir mode opératoire.;m²;0,57;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT05/SC01/T02;FT09;Couverture;;FT09/CT05;Points Singuliers et Ouvrages de Zinguerie;FT09/CT05/SC01;Évacuation des Eaux Pluviales (Gouttières & Descentes);Traçage & implantation – ;Tracer axes, niveaux et réservations, contrôler tolérances (laser, niveau).;m²;0,6;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT05/SC01/T03;FT09;Couverture;;FT09/CT05;Points Singuliers et Ouvrages de Zinguerie;FT09/CT05/SC01;Évacuation des Eaux Pluviales (Gouttières & Descentes);Approvisionnement & stockage – ;Planifier, réceptionner et stocker matériaux selon fiches techniques.;m²;0,63;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT05/SC01/T04;FT09;Couverture;;FT09/CT05;Points Singuliers et Ouvrages de Zinguerie;FT09/CT05/SC01;Évacuation des Eaux Pluviales (Gouttières & Descentes);Mise en place / Pose – ;Exécuter la mise en œuvre conformément aux normes DTU/RE 2020.;m²;0,66;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT05/SC01/T05;FT09;Couverture;;FT09/CT05;Points Singuliers et Ouvrages de Zinguerie;FT09/CT05/SC01;Évacuation des Eaux Pluviales (Gouttières & Descentes);Fixations / Assemblages – ;Réaliser ancrages, vissage, scellements, contrôles de couple/adhérence.;m²;0,54;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT09/CT05/SC01/T06;FT09;Couverture;;FT09/CT05;Points Singuliers et Ouvrages de Zinguerie;FT09/CT05/SC01;Évacuation des Eaux Pluviales (Gouttières & Descentes);Raccordements – ;Effectuer raccordements fonctionnels et étanches (fluides/élec/air).;m²;0,57;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
